Tópico,Palavras,Pesos
1208,"01112022, desaconselhar, reuna, messenger, curvar, use, desligue, provocado, desesperadamente, comandada","[0.0452, 0.0355, 0.0333, 0.033, 0.0313, 0.0313, 0.0309, 0.0297, 0.0295, 0.0294]"
1209,"maia, vicentinho, ceciliano, requiao, paulinho, mandetta, freixo, nhonho, pimentel, molon","[0.1, 0.0787, 0.0787, 0.078, 0.0739, 0.0676, 0.0668, 0.0652, 0.0636, 0.0631]"
1210,"telegrammejoinchatomsnspwkn4dknjk0, made, difference, forex, mr, him, 24hours, less, how, invested","[0.1545, 0.0445, 0.0391, 0.0376, 0.0368, 0.0336, 0.0333, 0.0329, 0.0327, 0.031]"
1211,"arnica, tendinite, lombar, remedio, dor, natural, conheca, outras, todas, pain","[0.4848, 0.4848, 0.4798, 0.2802, 0.2493, 0.1729, 0.1275, 0.0901, 0.0523, 0.0448]"
1212,"quod, agis, age, andrade, gloria, foto, faceapp, gif, jean, 70","[0.7694, 0.7694, 0.4313, 0.2814, 0.2499, 0.0961, 0.0607, 0.0508, 0.022, 0.0109]"
1213,"rafael, rafaela, nadal, managing, tool, groups, professional, welcome, ramirez, rafa","[0.1593, 0.0855, 0.0457, 0.0389, 0.0389, 0.0389, 0.0389, 0.0385, 0.0342, 0.032]"
1214,"jayme, caputt, pires, cabral, foto, , , , , ","[0.8517, 0.7043, 0.5886, 0.3678, 0.115, 0.0, 0.0, 0.0, 0.0, 0.0]"
1215,"anil, ansari, ayhan, ankit, managing, tool, groups, professional, welcome, anita","[0.0727, 0.0638, 0.0495, 0.0469, 0.0384, 0.0384, 0.0384, 0.0384, 0.038, 0.0291]"
1216,"ativo, atualmente, , , , , , , , ","[1.2915, 1.1556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1217,"poseleicao, ocorrendo, acompanhe, cachaceiro, protestos, acontecem, estradas, demonstrations, protesters, manifestacoes","[0.0498, 0.0373, 0.0361, 0.035, 0.0345, 0.0323, 0.0313, 0.0281, 0.0274, 0.0241]"
1218,"juntam, prefeitos, 600, minas, firmam, zema, debatenaglobo, geddel, apartamento, campanha","[0.2093, 0.1819, 0.1208, 0.1058, 0.0872, 0.0871, 0.0449, 0.0429, 0.0349, 0.0346]"
1219,"prefeito, belford, roxo, vaguinho, belfordroxense, oficiei, representei, carregaram, clamavam, resolvemos","[0.0793, 0.0649, 0.0566, 0.0431, 0.0431, 0.0431, 0.0431, 0.0401, 0.0387, 0.0354]"
1220,"livefraudenaseleicoes, tmenacionaldopovo, tmetvnacional, atualizacoesacesse, cerimedo, criptografada, completas, trocar, galeria, brazilwasstolen","[0.0847, 0.0778, 0.0778, 0.0736, 0.0693, 0.06, 0.0527, 0.0457, 0.0442, 0.0421]"
1221,"moraesaspdf, minalexandre, dunapress, representacao, panampost, prisao, anapolis, tijuca, ipiranga, barra","[0.7965, 0.7965, 0.7381, 0.5435, 0.2161, 0.1817, 0.0491, 0.038, 0.0376, 0.0286]"
1222,"agrandemesse, jota, tai, brabet, jc, servidos, mano, lide, bao, jus","[0.7781, 0.4491, 0.2493, 0.1807, 0.1684, 0.1464, 0.1322, 0.1091, 0.1023, 0.1013]"
1223,"preocupando, relacionar, ousada, trapaceando, magica, reclamando, roubando, leandro, sofreu, testemunho","[0.1064, 0.1036, 0.1029, 0.0822, 0.0791, 0.0759, 0.0696, 0.0662, 0.064, 0.0569]"
1224,"paranapesquisas, pesquisa, retonamos, repassa, divulgar, parana, vota, segue, sextou, enviadas","[0.1599, 0.0722, 0.0689, 0.0675, 0.0627, 0.062, 0.0597, 0.0546, 0.053, 0.0453]"
1225,"kwai, conferir, achei, legal, venha, adorar, video, acho, bem, fixado","[0.3517, 0.2717, 0.241, 0.1937, 0.1651, 0.094, 0.0301, 0.0251, 0.0244, 0.0208]"
1226,"melhormantenha, consistente, continue, investindo, chegando, ganhando, lucro, obter, obtendo, investimento","[0.2656, 0.186, 0.1708, 0.1281, 0.0858, 0.0857, 0.0727, 0.0711, 0.0426, 0.0386]"
1227,"vizualizacoes, 18h30, viraliza, ltda, bater, podcast, inteligencia, divulgue, milhao, abencoe","[0.1933, 0.1766, 0.1506, 0.1121, 0.0732, 0.0643, 0.0636, 0.0629, 0.0624, 0.0546]"
1228,"divirtace, vizualizar, lupa, 12000, bloqueiam, criaremos, buhr, quixeramobim, procure, bloquear","[0.0696, 0.056, 0.051, 0.0496, 0.0432, 0.0403, 0.0322, 0.0311, 0.0303, 0.0274]"
1229,"massas, batista, biscoito, biscoitos, lojas, loias, petybon, richester, salsitos, yamada","[0.0796, 0.0699, 0.0664, 0.0472, 0.0429, 0.0428, 0.0428, 0.0428, 0.0428, 0.0428]"
1230,"pinguco, pingunco, richtofen, roubando, mentindo, profamilia, suzane, desistiu, teixeirauser, blumenausc","[0.3554, 0.0747, 0.0537, 0.0516, 0.0504, 0.0461, 0.0428, 0.0381, 0.0372, 0.0358]"
1231,"parabensporem, conhecelos, licoes, prosperar, exercer, frases, pensamentos, procure, crescer, decisoes","[0.1049, 0.1019, 0.0857, 0.0808, 0.0672, 0.0667, 0.0539, 0.0503, 0.0445, 0.0425]"
1232,"viralizam, infografico, internautas, entrevistado, podcast, visualizacoes, suposta, ltda, diminuindo, reclama","[0.1533, 0.125, 0.1235, 0.1054, 0.0838, 0.0773, 0.0664, 0.0584, 0.0551, 0.0514]"
1233,"gesser, florianopolis, mauro, barroso, 23, 33, fortaleza, feedback, ativar, bot","[0.1612, 0.16, 0.1297, 0.0864, 0.0665, 0.0525, 0.0512, 0.0371, 0.0352, 0.0319]"
1234,"apadrinhados, frangalhos, twibbon, usalo, multiplicar, selo, governados, reforcar, queira, desejar","[0.12, 0.1194, 0.1182, 0.115, 0.0977, 0.0956, 0.0934, 0.0857, 0.0833, 0.081]"
1235,"tmedireitologicoparatodos, buscala, twitter, userbrics, conferir, amadores, retweetei, sentir, renatorgomes, tweet","[0.6508, 0.1447, 0.1164, 0.0794, 0.0758, 0.0743, 0.0638, 0.0537, 0.0504, 0.0443]"
1236,"votos, psd, mdb, pp, psb, estaduais, republicanos, uniao, psdb, pdt","[0.0395, 0.034, 0.0326, 0.0288, 0.0275, 0.025, 0.0212, 0.02, 0.0163, 0.0157]"
1237,"pill, red, gazetabrasil, conhecereis, libertara, 832, inscreva, joao, verdade, compartilhe","[0.1028, 0.1009, 0.0939, 0.0845, 0.0839, 0.0838, 0.0507, 0.0448, 0.0386, 0.0353]"
1238,"colares, adiel, glauber, jusce, galvao, titleyoutube, width560, height315, video, autoplay","[0.9479, 0.9479, 0.634, 0.0932, 0.0795, 0.0738, 0.0738, 0.0738, 0.0686, 0.0678]"
1239,"meme, memes, zombam, pasme, limonadas, alcapao, eliminou, limoes, piadinhas, mantenhamse","[0.352, 0.1691, 0.0887, 0.0746, 0.0605, 0.0497, 0.0488, 0.043, 0.0419, 0.0379]"
1240,"termo, tf, fechamento, representado, sente, poderes, manipularia, sugiram, espantoso, resolveria","[0.0586, 0.0416, 0.0369, 0.0341, 0.0307, 0.0302, 0.0259, 0.0256, 0.0252, 0.0245]"
1241,"palacio, duque, caxias, leste, oea, observadores, reafirmo, comando, presentes, alvorada","[0.1813, 0.1305, 0.1203, 0.071, 0.0346, 0.0342, 0.0306, 0.0251, 0.024, 0.0234]"
1242,"ligapatriota, blog, concordar, cury, vitorias, hungria, breitbart, suecia, breitbartcompolitics20221005exclusivetrumpconservativewinsworldwideestegrandemovimentoestaacontecendoalloverworld, salvar","[0.1063, 0.1024, 0.0805, 0.0735, 0.0638, 0.0539, 0.051, 0.0491, 0.0451, 0.0402]"
1243,"marques, managing, tool, groups, professional, welcome, marli, nuno, marote, gramosa","[0.3009, 0.0367, 0.0367, 0.0366, 0.0366, 0.0362, 0.0355, 0.0274, 0.0264, 0.0264]"
1244,"trf, protegidos, estaremos, continuem, corrupta, va, quarteis, perto, chega, armadas","[0.2942, 0.208, 0.1626, 0.1166, 0.0915, 0.0809, 0.0705, 0.044, 0.0415, 0.0351]"
1245,"suspeitavam, revoltadas, explicitos, restara, 06112022, pingo, cerimedo, cantos, revelou, daquilo","[0.0678, 0.064, 0.0636, 0.0616, 0.0597, 0.0523, 0.0507, 0.0505, 0.0494, 0.048]"
1246,"ajudemos, 19h, chegue, anuncio, obrigada, avisem, contatos, pediu, 1200, argentino","[0.2209, 0.1461, 0.1416, 0.1261, 0.0968, 0.0869, 0.0839, 0.0809, 0.0658, 0.0468]"
1247,"deixenos, promocional, adequado, answer, pacote, psdm, orderliness, fellas, connection, disclosing","[0.3433, 0.2452, 0.1983, 0.1904, 0.1774, 0.1242, 0.1242, 0.1219, 0.1219, 0.1219]"
1248,"profit, take, loss, stop, at, enter, buy, sell, or, now","[0.2593, 0.2581, 0.1924, 0.1307, 0.1262, 0.1171, 0.0917, 0.0856, 0.0576, 0.0551]"
1249,"satanas, satanistas, lucifer, satanista, wagnao, patroes, amotinados, ingreja, esquedalhar, lutem","[0.0213, 0.0202, 0.018, 0.0137, 0.0131, 0.013, 0.0127, 0.0122, 0.0122, 0.0121]"
1250,"luciane, menores, gradualmente, chegaremos, barbosa, carregando, amapa, natal, dezembro, ganhos","[0.1482, 0.1212, 0.0998, 0.0917, 0.0808, 0.0796, 0.0742, 0.0732, 0.0618, 0.0592]"
1251,"almeida, renon, dalmo, graf, arlene, 5122, zanforlin, ides, suss, amauri","[0.4885, 0.3977, 0.2879, 0.2312, 0.2261, 0.1927, 0.1719, 0.1719, 0.1719, 0.1522]"
1252,"well, assim, exatamente, conseguirao, claro, procede, conseguindo, absolutamente, aparece, certo","[0.2118, 0.13, 0.0862, 0.0588, 0.044, 0.0427, 0.042, 0.0358, 0.0278, 0.0273]"
1253,"pecame, verifiquea, encaminha, confirmo, deixaria, contateme, carteira, vencimento, adequado, sintase","[0.0889, 0.0857, 0.0697, 0.069, 0.0684, 0.0676, 0.0647, 0.0601, 0.0567, 0.0557]"
1254,"milicia, cometesse, simpatica, rodou, pilotar, pastas, sapatona, digital, gabinete, coordenados","[0.1134, 0.0694, 0.0652, 0.0638, 0.0626, 0.0608, 0.0497, 0.0488, 0.0481, 0.048]"
1255,"noturno, 3379, modo, iniciado, encerrar, usuario, heroi, texto, argentino, mensagens","[0.1579, 0.1356, 0.0983, 0.0894, 0.0723, 0.0704, 0.0703, 0.0686, 0.0596, 0.0579]"
1256,"superlivebolsonaro22, hashtag, superlive22, suba, inscrever, like, subir, preciso, compartilhar, live","[0.2807, 0.2414, 0.2312, 0.2259, 0.1269, 0.1042, 0.1025, 0.0724, 0.062, 0.0555]"
1257,"julgue, ganhei, 30000, teste, julgar, testemunhos, pagando, gustavo, carvalho, deveria","[0.1159, 0.0961, 0.0816, 0.0718, 0.0708, 0.0691, 0.0664, 0.061, 0.0518, 0.0392]"
1258,"palhano, sanches, valter, felipe, foto, sanzin, sandim, , , ","[0.7178, 0.6626, 0.5835, 0.2489, 0.115, 0.065, 0.0592, 0.0, 0.0, 0.0]"
1259,"cd, talks, especial, jair, assista, jaguar, correndo, vivo, venha, perder","[0.5619, 0.5549, 0.236, 0.0755, 0.0724, 0.049, 0.0299, 0.019, 0.0185, 0.0133]"
1260,"criptos, avancado, quant, interacao, aprendizado, relevantes, introducao, aulas, off, alex","[0.0457, 0.0346, 0.0293, 0.0274, 0.0269, 0.0256, 0.0242, 0.0241, 0.0225, 0.0223]"
1261,"mauricio, mamman, maher, kaumi, maa, managing, tool, groups, professional, welcome","[0.1062, 0.0498, 0.0498, 0.0498, 0.0454, 0.0377, 0.0377, 0.0377, 0.0377, 0.0373]"
1262,"estadao, bol, redem, estaduais, oficial, bora, , , , ","[1.7825, 0.479, 0.2071, 0.0559, 0.0315, 0.0127, 0.0, 0.0, 0.0, 0.0]"
1263,"vapor, funcionando, algoritmo, 5127, 2604, 4864, 5163, 5136, 5157, 5164","[0.0625, 0.0564, 0.0555, 0.0508, 0.0508, 0.0508, 0.0508, 0.0506, 0.0506, 0.0506]"
1264,"sonho, sonhos, matara, escutem, jejuar, sonha, pesadelo, projetamos, quantico, vivos","[0.0966, 0.0654, 0.0321, 0.0305, 0.0302, 0.0277, 0.0269, 0.0241, 0.0239, 0.0214]"
1265,"pronunciamento, asimov, editora, escritor, telegramwhatsapp, illuminati, cientifica, ficcao, bio, siga","[0.1919, 0.0713, 0.0702, 0.0579, 0.0529, 0.0523, 0.0504, 0.0432, 0.0412, 0.0406]"
1266,"rui, ruan, managing, tool, groups, professional, welcome, pori, rufini, sha","[0.2459, 0.05, 0.0374, 0.0374, 0.0373, 0.0373, 0.0369, 0.0276, 0.0276, 0.0276]"
1267,"teologia, libertacao, 20h, origens, estreia, filme, urlgeni, gratuitamente, garanta, estrategias","[0.0932, 0.0732, 0.0487, 0.048, 0.0451, 0.0389, 0.0385, 0.0377, 0.0373, 0.0343]"
1268,"caua, miguel, maranhao, 27, conectese, feedback, ativar, bot, comigo, comecar","[0.3073, 0.1601, 0.1401, 0.0962, 0.0373, 0.0351, 0.0333, 0.0302, 0.0271, 0.0216]"
1269,"elia, brazilrecife, telles, adriano, conectese, feedback, ativar, luiz, 44, bot","[0.128, 0.0699, 0.0569, 0.0411, 0.037, 0.0348, 0.0339, 0.0311, 0.0309, 0.0307]"
1270,"rodrigo, rodf, nero, managing, tool, groups, professional, welcome, rodri, hiemer","[0.1999, 0.0532, 0.041, 0.0393, 0.0393, 0.0392, 0.0392, 0.0388, 0.029, 0.029]"
1271,"rios, ricardo, fortalecermos, video, entupindo, victorino, lagoas, desbloquear, francisco, lago","[0.7385, 0.394, 0.0506, 0.05, 0.048, 0.038, 0.0357, 0.0305, 0.0251, 0.0236]"
1272,"jovempan, selva, oficial, brasil, , , , , , ","[0.6915, 0.2942, 0.1617, 0.0244, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1273,"funcionam, indecisos, fale, afastam, conteudos, criticar, bemhumorados, zoam, conectam, afastarem","[0.0504, 0.0374, 0.0301, 0.0276, 0.0247, 0.0196, 0.0171, 0.0171, 0.0168, 0.0165]"
1274,"65283134, 68485047, 488, 512, infografico, aparece, abrem, fecham, 8h, presidenciais","[0.089, 0.089, 0.0805, 0.076, 0.0716, 0.0686, 0.0639, 0.0612, 0.0568, 0.0523]"
1275,"dentes, dente, estorinha, facetas, dentista, autoestima, estetica, facetasresinarecife, resina, sorrisobonito","[0.1861, 0.0742, 0.0602, 0.0528, 0.0521, 0.0438, 0.0428, 0.0321, 0.0321, 0.0321]"
1276,"exonerado, exservidor, machado, views, procurou, miseros, alega, delegacia, 177, falhas","[0.1163, 0.0872, 0.0809, 0.0766, 0.0744, 0.0683, 0.0676, 0.0635, 0.0548, 0.0493]"
1277,"matematica, matematico, vejaabrilcombrcolunamatheus, parte2, 1degt, calculo, filosofia, entenda, moldar, vovo","[0.4129, 0.1435, 0.0712, 0.0712, 0.0629, 0.0551, 0.0526, 0.0501, 0.0498, 0.0437]"
1278,"mostrado, serve, obrigado, abencoe, amor, quero, dizer, obrigada, sim, arrasouuuuuuuuuuuuuuu","[0.2577, 0.1591, 0.1025, 0.0956, 0.0755, 0.057, 0.0374, 0.0324, 0.0284, 0.0212]"
1279,"estadosdf, alagoas5836, norte7651, df7125, amazonas6618, gerais6281, amapa7229, acre7418, goias7725, 6091","[0.0565, 0.0336, 0.0336, 0.0336, 0.0336, 0.0336, 0.0336, 0.0336, 0.0336, 0.033]"
1280,"macapa, roland, cuiaba, martins, nunes, henrique, manuel, whatsapp, 38, 33","[0.1238, 0.1084, 0.0804, 0.0473, 0.0447, 0.0412, 0.0393, 0.0387, 0.0382, 0.0377]"
1281,"martins, 1709, fabio, 251022, filipe, 2895, conservatalk, gilda, colocavam, bove","[0.3987, 0.1478, 0.113, 0.0791, 0.0775, 0.0719, 0.0618, 0.0571, 0.0527, 0.0431]"
1282,"padres, critao, bempreparados, bit, votemos, catolica, catolico, virarem, cnbb, defendam","[0.042, 0.0206, 0.0206, 0.0203, 0.0187, 0.0179, 0.0177, 0.0169, 0.0166, 0.0166]"
1283,"virarmos, soltos, repassemos, endividando, empobrecer, faminto, relaciona, concessionarias, prefeitos, sedento","[0.0428, 0.0419, 0.0282, 0.0282, 0.0277, 0.0268, 0.0267, 0.0264, 0.0261, 0.0257]"
1284,"higiene, cultural, itens, devolvemos, 11983308937, inversion, negociamos, embu, vaquinha, hacemos","[0.0452, 0.0408, 0.0357, 0.0335, 0.0322, 0.0309, 0.0286, 0.0257, 0.0254, 0.0252]"
1285,"levarem, bolsonaros, agressoes, cabiveis, policiais, provocar, pc, identificar, finalidade, presentes","[0.1136, 0.1125, 0.104, 0.0931, 0.0905, 0.0872, 0.0863, 0.08, 0.0796, 0.0792]"
1286,"61112, vistam, armadura, dominadores, ciladas, efesios, cremos, poderem, orar, jejuar","[0.0825, 0.0792, 0.0716, 0.0713, 0.069, 0.0687, 0.0608, 0.0599, 0.0541, 0.0521]"
1287,"ok, boiar, absteve, alcoolica, blusas, vincule, repassa, apartir, bebida, cantar","[0.1293, 0.0391, 0.0374, 0.0371, 0.0367, 0.0356, 0.0351, 0.0325, 0.0301, 0.0301]"
1288,"cirio, exclusiva, nazare, suano, bsm, entrevista, poeticas, belem, ibmec, 31022","[0.1551, 0.1154, 0.094, 0.0815, 0.0794, 0.0676, 0.0467, 0.0464, 0.0453, 0.0422]"
1289,"indicadores, activetrades, tmealexeconomia, eua, fonte, ramsden, boe, construtivas, eleicoesmoraes, ilacoes","[0.5269, 0.2812, 0.112, 0.1096, 0.0999, 0.033, 0.0318, 0.0301, 0.0301, 0.0284]"
1290,"vota, confirma, inacio, luiz, 13, , , , , ","[0.3227, 0.2849, 0.2651, 0.1988, 0.0157, 0.0, 0.0, 0.0, 0.0, 0.0]"
1291,"diesel, importado, litros, navio, descarregar, paranagua, remessa, esperadas, cargas, pressionando","[0.1527, 0.107, 0.0954, 0.0655, 0.0652, 0.0648, 0.0633, 0.0552, 0.0499, 0.0494]"
1292,"lulaflix, sossossos, atenda, recorre, escandalos, espalhe, sujeito, jovens, aproveite, repasse","[0.1667, 0.1095, 0.1016, 0.0956, 0.0732, 0.067, 0.057, 0.053, 0.053, 0.0518]"
1293,"atente, decidir, participe, forme, entrar, rr, pb, ap, troque, rn","[0.1691, 0.0683, 0.0559, 0.0511, 0.0492, 0.0479, 0.0436, 0.0431, 0.0427, 0.0402]"
1294,"mudarmos, impulsionamento, condicoes, clara, compartilha, desejo, seguir, acredito, minimo, puder","[0.0914, 0.0911, 0.0582, 0.0551, 0.0535, 0.0529, 0.0381, 0.0368, 0.0354, 0.0351]"
1295,"totalitarismo, estreitando, energeticos, avancando, pill, red, 832, investigados, largos, sermos","[0.0754, 0.0616, 0.0582, 0.0541, 0.0449, 0.0441, 0.0404, 0.0401, 0.0398, 0.039]"
1296,"aposentadorias, perversidades, salario, garante, guedes, destroi, minimo, diminuira, reajuste, rechacada","[0.1135, 0.0968, 0.0844, 0.0783, 0.071, 0.0687, 0.0671, 0.0663, 0.0656, 0.0618]"
1297,"target, targets, leverage, entry, long, cross, type, 20x, takeprofit, stoploss","[0.3447, 0.2003, 0.1601, 0.1513, 0.0976, 0.0911, 0.0886, 0.0815, 0.0652, 0.0646]"
1298,"aborto, especulativa, genitor, neopentecostal, drenagem, nacionalismo, exnamorada, natimorto, criminalizador, gravidez","[0.0524, 0.0303, 0.0257, 0.0257, 0.0251, 0.0224, 0.0221, 0.0201, 0.0201, 0.0192]"
1299,"reconhecela, bannon, roubada, tmefimtaproximo, inscreva, steve, despois, caladakk, votosboca, ouroboros","[0.1447, 0.1074, 0.0902, 0.0819, 0.0531, 0.0517, 0.0448, 0.0448, 0.0448, 0.0425]"
1300,"francisco, joao, romero, animated, vakalis, nassos, dinner, video, airton, film","[0.5543, 0.1747, 0.1171, 0.0696, 0.0696, 0.0696, 0.0639, 0.0615, 0.0492, 0.0486]"
1301,"gilberto, natal, 27, clementino, conectese, lorenzo, feedback, ativar, bot, comigo","[0.1968, 0.1702, 0.0912, 0.0434, 0.0394, 0.0378, 0.0371, 0.0352, 0.0319, 0.0287]"
1302,"pt, pge, entender, lugar, vamos, , , , , ","[0.2499, 0.1595, 0.0317, 0.0197, 0.0042, 0.0, 0.0, 0.0, 0.0, 0.0]"
1303,"vejaabrilcombrcolunareinald, jornas, opa, oantagonistauolcombrbrasilurgente, encalhado, compreruralcomdepoisdebilh, instaladas, boticario, peppa, belgorod","[0.1229, 0.1128, 0.1123, 0.0732, 0.0732, 0.0732, 0.0521, 0.0478, 0.0454, 0.0445]"
1304,"villas, regina, boas, indo, general, elis, silvana, foto, voltar, reformado","[0.5027, 0.4601, 0.2128, 0.1218, 0.117, 0.1054, 0.0919, 0.049, 0.0449, 0.0418]"
1305,"mateus, alves, parana, 29, conectese, feedback, ativar, bot, comigo, comecar","[0.1673, 0.1246, 0.1018, 0.0989, 0.0373, 0.0351, 0.0333, 0.0302, 0.0271, 0.0216]"
1306,"39, gustavo, gerais, minas, enrico, silva, conectese, feedback, fabiano, ativar","[0.0864, 0.0853, 0.0794, 0.0684, 0.0475, 0.0383, 0.0337, 0.0325, 0.0317, 0.0308]"
1307,"devitor, marroquim, ipatinga, varzea, natal, monteiro, diogo, conectese, feedback, ativar","[0.1069, 0.1024, 0.074, 0.0564, 0.0512, 0.0503, 0.0385, 0.0368, 0.0346, 0.0328]"
1308,"ciencia, fleming, moldar, onu, tech, forum, achamos, melissa, donos, gabase","[0.1249, 0.0538, 0.0506, 0.0464, 0.0457, 0.0428, 0.0363, 0.0351, 0.034, 0.0328]"
1309,"sangue, pagaremos, coletamos, circulacao, cravado, sedentos, suga, suplementos, duros, ratao","[0.1389, 0.0582, 0.0489, 0.0456, 0.0445, 0.0432, 0.0432, 0.0367, 0.0363, 0.0359]"
1310,"sairao, esperanca, ultima, ruas, lifestyle, nunca, pfvr, ladraoraca, redesuldenoticias, ladraobando","[0.2618, 0.0965, 0.0668, 0.0362, 0.0324, 0.0291, 0.0253, 0.0218, 0.0218, 0.0218]"
1311,"shacharit, manha, oracao, , , , , , , ","[1.1617, 0.4473, 0.4271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1312,"flavia, magalhaes, fba, repr, mollokay, video, bail, flavinho, cadena, barbosa","[0.7807, 0.3466, 0.1405, 0.1405, 0.0775, 0.0675, 0.062, 0.0604, 0.0578, 0.0535]"
1313,"guimaraes, laura, video, associam, fotos, similar, acontecimento, suficientes, liberar, postou","[1.2738, 0.1554, 0.0732, 0.0504, 0.0427, 0.0394, 0.0368, 0.0333, 0.028, 0.0261]"
1314,"cleonice, contabil, cont, bersani, clago, cleusa, solange, cleomar, fiel, cleugiane","[0.5988, 0.3887, 0.3694, 0.2871, 0.2871, 0.2501, 0.1975, 0.1943, 0.1631, 0.1494]"
1315,"72h, induzindo, 82h, emtenderam, polular, cometera, cometermos, calado, apartidaria, permaneceremos","[0.0863, 0.0452, 0.0404, 0.0347, 0.0342, 0.0342, 0.0342, 0.033, 0.0306, 0.0294]"
1316,"cegos, cego, cega, mudos, brssil, surdos, cegas, jabuti, cegueira, butao","[0.1456, 0.1234, 0.054, 0.0535, 0.0515, 0.0495, 0.0474, 0.0454, 0.0437, 0.0323]"
1317,"rua, respostem, grupos, todos, 0900, 0211, , , , ","[0.2832, 0.0764, 0.0067, 0.0022, 0.0018, 0.0015, 0.0, 0.0, 0.0, 0.0]"
1318,"xuxa, cassacao, embaixadorjacksonvilar, divulga, damares, alves, manifesto, abaixoassinado, carta, pede","[0.1947, 0.1922, 0.1628, 0.1359, 0.1097, 0.1074, 0.0967, 0.0887, 0.0702, 0.0588]"
1319,"delegada, pontinho, inqueritos, apresentou, post, pronunciar, xuxa, denunciar, odio, discurso","[0.2803, 0.2745, 0.2255, 0.1853, 0.1788, 0.1501, 0.1399, 0.0864, 0.0809, 0.0797]"
1320,"retornos, saldo, ocioso, abrace, inicie, baseados, cresca, adicionados, obtidos, bemvindo","[0.1634, 0.1378, 0.1206, 0.1145, 0.1083, 0.1075, 0.1052, 0.1031, 0.1018, 0.0759]"
1321,"estadosdf, aspiracao, 8241, 6091, 6788, 6746, 8070, 6571, 6962, 6190","[0.0484, 0.0338, 0.0337, 0.0337, 0.0337, 0.0337, 0.0337, 0.0337, 0.0337, 0.0337]"
1322,"conquistar, desistir, jair, reeleger, patriotas, conquista, barreiras, cumprimentando, olho, desanimado","[0.0318, 0.026, 0.0242, 0.0236, 0.0228, 0.0218, 0.021, 0.0201, 0.0199, 0.0193]"
1323,"2240, spasx, kospi, shanghai, seng, abertura, nikkei, asiapacifico, hang, youtubecomalexeconomia","[0.1683, 0.1388, 0.1388, 0.1375, 0.1373, 0.1363, 0.1362, 0.1227, 0.1128, 0.0964]"
1324,"ana, managing, tool, groups, professional, welcome, lone, 71705, anacris06, anahi","[0.2354, 0.0394, 0.0394, 0.0393, 0.0393, 0.0389, 0.0298, 0.0298, 0.0298, 0.0298]"
1325,"adoraria, confiavel, aprecio, comecei, encontrado, belempa, semanal, certa, live, assista","[0.2036, 0.2013, 0.1339, 0.111, 0.1015, 0.0963, 0.0886, 0.0667, 0.0579, 0.0474]"
1326,"economia, barganhando, ministro, anunciar, traseiro, chute, haddad, merecido, foge, cisternas","[0.0553, 0.0472, 0.0388, 0.0314, 0.0264, 0.0261, 0.0237, 0.0209, 0.0205, 0.0198]"
1327,"subindo, prejudicalo, orion, passagem, invalidado, invalida, carros, consigam, 72hs, persistir","[0.011, 0.011, 0.0104, 0.0102, 0.0099, 0.0091, 0.0091, 0.0085, 0.0085, 0.008]"
1328,"cientista, resolvendo, rowbotham, revelarmos, terraplanista, verdadecensurada, divergentes, admitindo, climaticos, enganadas","[0.0655, 0.0551, 0.0544, 0.0523, 0.0486, 0.048, 0.0478, 0.0476, 0.0464, 0.0408]"
1329,"machado, maciel, managing, tool, groups, professional, welcome, macena, edineide, irio","[0.1894, 0.1204, 0.0368, 0.0368, 0.0367, 0.0367, 0.0363, 0.0278, 0.0278, 0.0278]"
1330,"desencarcerado, coletanea, lulaflix, lancaram, sugestoes, filmes, criminoso, sheila, algumas, falou","[0.3478, 0.3296, 0.2919, 0.2867, 0.2338, 0.2045, 0.1311, 0.1133, 0.0827, 0.0772]"
1331,"in, deposit, coming, keep, investment, frente, your, vamos, planejando, seguir","[0.2945, 0.2882, 0.2129, 0.1376, 0.1126, 0.0979, 0.0665, 0.0389, 0.035, 0.0111]"
1332,"confirme, deposito, administrador, depositei, reinversao, verify, pv, depositar, actualmente, confirmar","[0.226, 0.1948, 0.1209, 0.0898, 0.0591, 0.0538, 0.0514, 0.0511, 0.0496, 0.0481]"
1333,"2018, 2019, desvios, petroafrica, vegatomia, 2705, lulazord, foster, pituba, mesada","[0.0812, 0.0701, 0.0455, 0.0377, 0.0377, 0.0377, 0.0375, 0.0374, 0.0372, 0.0368]"
1334,"choro, prolifera, triste, ultrapassaram, desespero, dolorido, deixa, noticia, esquerdopatas, atinge","[0.2101, 0.166, 0.117, 0.1089, 0.1078, 0.0859, 0.0851, 0.0843, 0.0764, 0.0761]"
1335,"sandoval, audio, oab, conselheiro, alves, abcpaint, aderbal, bergo, gravissimaa, campinas","[0.4547, 0.2216, 0.2197, 0.1746, 0.173, 0.1431, 0.1431, 0.1431, 0.0789, 0.0641]"
1336,"mandante, premeditado, implacavelmente, perigosos, atentados, senadora, meliante, violenta, revelam, revela","[0.125, 0.1164, 0.093, 0.0718, 0.0681, 0.0648, 0.0631, 0.0569, 0.0532, 0.0485]"
1337,"heitor, caminha, martinho, alegre, 24, marcos, porto, conectese, pessoa, feedback","[0.1481, 0.1311, 0.1074, 0.0618, 0.0363, 0.0336, 0.0336, 0.0334, 0.0334, 0.0331]"
